"Animal","Age","Time of death","Death cause","Total population"
"HAWK","1","1","HUNGER","4991"
"SQUIRREL","0","1","HUNGER","4990"
"HAWK","5","1","HUNGER","4989"
"SQUIRREL","2","1","HUNGER","4988"
"HAWK","7","1","HUNGER","4987"
"HAWK","7","1","HUNGER","4986"
"HAWK","6","1","HUNGER","4985"
"SQUIRREL","1","1","EATEN","4984"
"SQUIRREL","0","1","HUNGER","4983"
"SQUIRREL","1","1","EATEN","4982"
"SQUIRREL","0","1","HUNGER","4981"
"HAWK","6","1","HUNGER","4980"
"HAWK","3","1","HUNGER","4979"
"HAWK","6","1","HUNGER","4978"
"SQUIRREL","2","1","EATEN","4977"
"HAWK","3","1","HUNGER","4976"
"SQUIRREL","0","1","EATEN","4975"
"SQUIRREL","2","1","HUNGER","4974"
"HAWK","8","1","HUNGER","4973"
"HAWK","5","1","HUNGER","4972"
"HAWK","0","1","HUNGER","4971"
"HAWK","9","1","HUNGER","4970"
"HAWK","7","1","HUNGER","4969"
"SQUIRREL","0","1","EATEN","4968"
"SQUIRREL","1","1","HUNGER","4967"
"SQUIRREL","0","1","HUNGER","4966"
"SQUIRREL","2","1","EATEN","4965"
"HAWK","3","1","HUNGER","4964"
"HAWK","3","1","HUNGER","4963"
"HAWK","6","1","HUNGER","4962"
"SQUIRREL","2","1","HUNGER","4961"
"HAWK","7","1","HUNGER","4960"
"SQUIRREL","1","1","EATEN","4959"
"HAWK","9","1","HUNGER","4958"
"SQUIRREL","0","1","HUNGER","4957"
"HAWK","6","1","HUNGER","4956"
"SQUIRREL","2","1","HUNGER","4955"
"HAWK","9","1","HUNGER","4954"
"SQUIRREL","0","1","HUNGER","4953"
"SQUIRREL","1","1","HUNGER","4952"
"HAWK","9","1","HUNGER","4951"
"HAWK","4","1","HUNGER","4950"
"HAWK","5","1","HUNGER","4949"
"HAWK","4","1","HUNGER","4948"
"HAWK","8","1","HUNGER","4947"
"HAWK","5","1","HUNGER","4946"
"SQUIRREL","2","1","HUNGER","4945"
"SQUIRREL","1","1","EATEN","4944"
"HAWK","2","1","HUNGER","4943"
"HAWK","5","1","HUNGER","4942"
"SQUIRREL","0","1","EATEN","4941"
"SQUIRREL","2","1","HUNGER","4940"
"SQUIRREL","1","1","EATEN","4939"
"HAWK","8","1","HUNGER","4938"
"SQUIRREL","0","1","EATEN","4937"
"SQUIRREL","0","1","EATEN","4936"
"SQUIRREL","2","1","HUNGER","4935"
"SQUIRREL","2","1","HUNGER","4934"
"HAWK","10","1","HUNGER","4933"
"SQUIRREL","0","1","HUNGER","4932"
"SQUIRREL","1","1","HUNGER","4931"
"SQUIRREL","0","1","HUNGER","4930"
"SQUIRREL","0","1","HUNGER","4929"
"SQUIRREL","1","1","EATEN","4928"
"HAWK","3","1","HUNGER","4927"
"SQUIRREL","2","1","HUNGER","4926"
"SQUIRREL","0","1","EATEN","4925"
"SQUIRREL","2","1","HUNGER","4924"
"HAWK","9","1","AGE","4923"
"SQUIRREL","0","1","HUNGER","4922"
"SQUIRREL","1","1","EATEN","4921"
"SQUIRREL","1","1","HUNGER","4920"
"SQUIRREL","0","1","HUNGER","4919"
"HAWK","9","1","HUNGER","4918"
"SQUIRREL","2","1","HUNGER","4917"
"SQUIRREL","1","1","HUNGER","4916"
"HAWK","5","1","HUNGER","4915"
"SQUIRREL","1","1","HUNGER","4914"
"HAWK","5","1","HUNGER","4913"
"SQUIRREL","2","1","HUNGER","4912"
"SQUIRREL","2","1","HUNGER","4911"
"HAWK","3","1","HUNGER","4910"
"HAWK","1","1","HUNGER","4909"
"SQUIRREL","1","1","HUNGER","4908"
"HAWK","4","1","HUNGER","4907"
"HAWK","8","1","HUNGER","4906"
"HAWK","6","1","HUNGER","4905"
"SQUIRREL","1","1","HUNGER","4904"
"HAWK","10","1","HUNGER","4903"
"SQUIRREL","1","1","EATEN","4902"
"SQUIRREL","2","1","HUNGER","4901"
"HAWK","4","1","HUNGER","4900"
"SQUIRREL","2","1","HUNGER","4899"
"SQUIRREL","0","1","EATEN","4898"
"SQUIRREL","2","1","EATEN","4897"
"SQUIRREL","0","1","EATEN","4896"
"SQUIRREL","2","1","HUNGER","4895"
"HAWK","1","1","HUNGER","4894"
"HAWK","3","1","HUNGER","4893"
"SQUIRREL","2","1","EATEN","4892"
"HAWK","6","1","HUNGER","4891"
"SQUIRREL","2","1","HUNGER","4890"
"SQUIRREL","1","1","EATEN","4889"
"SQUIRREL","0","1","HUNGER","4888"
"HAWK","2","1","HUNGER","4887"
"SQUIRREL","1","1","HUNGER","4886"
"SQUIRREL","0","1","HUNGER","4885"
"SQUIRREL","1","1","HUNGER","4884"
"SQUIRREL","1","1","EATEN","4883"
"SQUIRREL","1","1","EATEN","4882"
"SQUIRREL","2","1","EATEN","4881"
"HAWK","4","1","HUNGER","4880"
"HAWK","7","1","HUNGER","4879"
"HAWK","2","1","HUNGER","4878"
"HAWK","9","1","AGE","4877"
"HAWK","6","1","HUNGER","4876"
"HAWK","9","1","HUNGER","4875"
"SQUIRREL","0","1","EATEN","4874"
"HAWK","4","1","HUNGER","4873"
"SQUIRREL","1","1","EATEN","4872"
"SQUIRREL","0","1","EATEN","4871"
"SQUIRREL","1","1","HUNGER","4870"
"SQUIRREL","0","1","HUNGER","4869"
"SQUIRREL","1","1","EATEN","4868"
"SQUIRREL","2","1","HUNGER","4867"
"SQUIRREL","1","1","EATEN","4866"
"SQUIRREL","0","1","HUNGER","4865"
"SQUIRREL","2","1","HUNGER","4864"
"SQUIRREL","0","1","HUNGER","4863"
"SQUIRREL","0","1","EATEN","4862"
"SQUIRREL","2","1","EATEN","4861"
"SQUIRREL","0","1","HUNGER","4860"
"HAWK","1","1","HUNGER","4859"
"HAWK","3","1","HUNGER","4858"
"SQUIRREL","1","1","EATEN","4857"
"SQUIRREL","2","1","HUNGER","4856"
"SQUIRREL","0","1","EATEN","4855"
"HAWK","3","1","HUNGER","4854"
"SQUIRREL","0","1","EATEN","4853"
"SQUIRREL","1","1","HUNGER","4852"
"SQUIRREL","1","1","EATEN","4851"
"SQUIRREL","1","1","HUNGER","4850"
"HAWK","7","1","HUNGER","4849"
"SQUIRREL","0","1","HUNGER","4848"
"SQUIRREL","1","1","HUNGER","4847"
"HAWK","4","1","HUNGER","4846"
"SQUIRREL","2","1","HUNGER","4845"
"SQUIRREL","1","1","HUNGER","4844"
"SQUIRREL","1","1","HUNGER","4843"
"HAWK","1","1","HUNGER","4842"
"SQUIRREL","2","1","EATEN","4841"
"SQUIRREL","1","1","HUNGER","4840"
"SQUIRREL","1","1","HUNGER","4839"
"SQUIRREL","0","1","HUNGER","4838"
"HAWK","9","1","HUNGER","4837"
"SQUIRREL","2","1","HUNGER","4836"
"SQUIRREL","1","1","EATEN","4835"
"HAWK","9","1","AGE","4834"
"SQUIRREL","2","1","EATEN","4833"
"SQUIRREL","1","1","HUNGER","4832"
"HAWK","8","1","HUNGER","4831"
"SQUIRREL","2","1","HUNGER","4830"
"SQUIRREL","0","1","EATEN","4829"
"SQUIRREL","1","1","HUNGER","4828"
"SQUIRREL","1","1","EATEN","4827"
"HAWK","8","1","HUNGER","4826"
"SQUIRREL","2","1","HUNGER","4825"
"HAWK","5","1","HUNGER","4824"
"HAWK","7","1","HUNGER","4823"
"HAWK","0","1","HUNGER","4822"
"SQUIRREL","1","1","EATEN","4821"
"SQUIRREL","2","1","EATEN","4820"
"HAWK","4","1","HUNGER","4819"
"SQUIRREL","0","1","HUNGER","4818"
"HAWK","5","1","HUNGER","4817"
"HAWK","6","1","HUNGER","4816"
"SQUIRREL","1","1","HUNGER","4815"
"HAWK","8","1","HUNGER","4814"
"SQUIRREL","2","1","EATEN","4813"
"SQUIRREL","1","1","HUNGER","4812"
"SQUIRREL","0","1","EATEN","4811"
"HAWK","0","1","HUNGER","4810"
"SQUIRREL","1","1","HUNGER","4809"
"SQUIRREL","2","1","EATEN","4808"
"SQUIRREL","0","1","HUNGER","4807"
"SQUIRREL","2","1","EATEN","4806"
"HAWK","1","1","HUNGER","4805"
"SQUIRREL","1","1","HUNGER","4804"
"HAWK","0","1","HUNGER","4803"
"SQUIRREL","0","1","HUNGER","4802"
"SQUIRREL","0","1","HUNGER","4801"
"SQUIRREL","1","1","EATEN","4800"
"HAWK","10","1","AGE","4799"
"HAWK","0","1","HUNGER","4798"
"HAWK","2","1","HUNGER","4797"
"SQUIRREL","0","1","HUNGER","4796"
"SQUIRREL","0","1","HUNGER","4795"
"HAWK","1","1","HUNGER","4794"
"SQUIRREL","2","1","HUNGER","4793"
"SQUIRREL","2","1","EATEN","4792"
"SQUIRREL","1","1","EATEN","4791"
"SQUIRREL","2","1","EATEN","4790"
"HAWK","6","1","HUNGER","4789"
"SQUIRREL","1","1","HUNGER","4788"
"SQUIRREL","2","1","HUNGER","4787"
"HAWK","4","1","HUNGER","4786"
"SQUIRREL","1","1","HUNGER","4785"
"SQUIRREL","1","1","HUNGER","4784"
"SQUIRREL","1","1","EATEN","4783"
"SQUIRREL","2","1","EATEN","4782"
"SQUIRREL","0","1","HUNGER","4781"
"HAWK","0","1","HUNGER","4780"
"SQUIRREL","1","1","EATEN","4779"
"SQUIRREL","1","1","HUNGER","4778"
"SQUIRREL","0","1","EATEN","4777"
"HAWK","2","1","HUNGER","4776"
"SQUIRREL","0","1","HUNGER","4775"
"HAWK","9","1","HUNGER","4774"
"HAWK","5","1","HUNGER","4773"
"SQUIRREL","2","1","HUNGER","4772"
"SQUIRREL","0","1","EATEN","4771"
"SQUIRREL","2","1","HUNGER","4770"
"HAWK","8","1","HUNGER","4769"
"HAWK","0","1","HUNGER","4768"
"SQUIRREL","0","1","EATEN","4767"
"HAWK","7","1","HUNGER","4766"
"HAWK","5","1","HUNGER","4765"
"SQUIRREL","2","1","HUNGER","4764"
"HAWK","4","1","HUNGER","4763"
"HAWK","7","1","HUNGER","4762"
"HAWK","0","1","HUNGER","4761"
"SQUIRREL","0","1","EATEN","4760"
"HAWK","8","1","HUNGER","4759"
"SQUIRREL","0","1","EATEN","4758"
"HAWK","0","1","HUNGER","4757"
"HAWK","0","1","HUNGER","4756"
"SQUIRREL","2","1","AGE","4755"
"SQUIRREL","2","1","HUNGER","4754"
"SQUIRREL","2","1","HUNGER","4753"
"HAWK","7","1","HUNGER","4752"
"SQUIRREL","2","1","HUNGER","4751"
"SQUIRREL","0","1","HUNGER","4750"
"HAWK","6","1","HUNGER","4749"
"HAWK","2","1","HUNGER","4748"
"SQUIRREL","1","1","HUNGER","4747"
"HAWK","4","1","HUNGER","4746"
"HAWK","3","1","HUNGER","4745"
"HAWK","9","1","HUNGER","4744"
"HAWK","8","1","HUNGER","4743"
"SQUIRREL","0","1","HUNGER","4742"
"HAWK","10","1","HUNGER","4741"
"HAWK","5","1","HUNGER","4740"
"HAWK","5","1","HUNGER","4739"
"HAWK","0","1","HUNGER","4738"
"HAWK","0","1","HUNGER","4737"
"SQUIRREL","0","1","HUNGER","4736"
"SQUIRREL","1","1","HUNGER","4735"
"SQUIRREL","0","1","HUNGER","4734"
"HAWK","2","1","HUNGER","4733"
"HAWK","0","1","HUNGER","4732"
"HAWK","10","1","HUNGER","4731"
"SQUIRREL","2","1","EATEN","4730"
"HAWK","6","1","HUNGER","4729"
"SQUIRREL","0","1","EATEN","4728"
"SQUIRREL","1","1","EATEN","4727"
"SQUIRREL","1","1","HUNGER","4726"
"SQUIRREL","0","1","HUNGER","4725"
"HAWK","3","1","HUNGER","4724"
"HAWK","8","1","HUNGER","4723"
"HAWK","0","1","HUNGER","4722"
"HAWK","1","1","HUNGER","4721"
"SQUIRREL","0","1","HUNGER","4720"
"HAWK","5","1","HUNGER","4719"
"SQUIRREL","0","1","HUNGER","4718"
"SQUIRREL","0","1","HUNGER","4717"
"SQUIRREL","0","1","HUNGER","4716"
"SQUIRREL","0","1","HUNGER","4715"
"SQUIRREL","2","1","EATEN","4714"
"SQUIRREL","0","1","HUNGER","4713"
"HAWK","4","1","HUNGER","4712"
"SQUIRREL","2","1","HUNGER","4711"
"HAWK","8","1","HUNGER","4710"
"SQUIRREL","2","1","HUNGER","4709"
"SQUIRREL","2","1","HUNGER","4708"
"SQUIRREL","2","1","HUNGER","4707"
"HAWK","3","1","HUNGER","4706"
"HAWK","5","1","HUNGER","4705"
"SQUIRREL","1","1","HUNGER","4704"
"SQUIRREL","0","1","HUNGER","4703"
"HAWK","5","1","HUNGER","4702"
"HAWK","5","1","HUNGER","4701"
"SQUIRREL","0","1","HUNGER","4700"
"SQUIRREL","2","1","EATEN","4699"
"HAWK","4","1","HUNGER","4698"
"SQUIRREL","0","1","HUNGER","4697"
"SQUIRREL","0","1","HUNGER","4696"
"SQUIRREL","2","1","EATEN","4695"
"HAWK","5","1","HUNGER","4694"
"HAWK","1","1","HUNGER","4693"
"SQUIRREL","0","1","HUNGER","4692"
"SQUIRREL","2","1","HUNGER","4691"
"SQUIRREL","0","1","EATEN","4690"
"SQUIRREL","1","1","HUNGER","4689"
"SQUIRREL","0","1","HUNGER","4688"
"SQUIRREL","1","1","EATEN","4687"
"HAWK","3","1","HUNGER","4686"
"HAWK","8","1","HUNGER","4685"
"HAWK","5","1","HUNGER","4684"
"SQUIRREL","1","1","HUNGER","4683"
"SQUIRREL","1","1","EATEN","4682"
"SQUIRREL","0","1","HUNGER","4681"
"SQUIRREL","2","1","HUNGER","4680"
"SQUIRREL","1","1","HUNGER","4679"
"HAWK","8","1","HUNGER","4678"
"HAWK","2","1","HUNGER","4677"
"HAWK","1","1","HUNGER","4676"
"SQUIRREL","0","1","EATEN","4675"
"SQUIRREL","0","1","HUNGER","4674"
"HAWK","10","1","HUNGER","4673"
"SQUIRREL","2","1","HUNGER","4672"
"SQUIRREL","1","1","HUNGER","4671"
"SQUIRREL","0","1","EATEN","4670"
"HAWK","7","1","HUNGER","4669"
"HAWK","1","1","HUNGER","4668"
"HAWK","7","1","HUNGER","4667"
"SQUIRREL","2","1","EATEN","4666"
"SQUIRREL","2","1","EATEN","4665"
"SQUIRREL","1","1","EATEN","4664"
"SQUIRREL","1","1","HUNGER","4663"
"HAWK","9","1","HUNGER","4662"
"SQUIRREL","2","1","HUNGER","4661"
"HAWK","2","1","HUNGER","4660"
"SQUIRREL","1","1","HUNGER","4659"
"SQUIRREL","0","1","HUNGER","4658"
"SQUIRREL","0","1","HUNGER","4657"
"SQUIRREL","0","1","EATEN","4656"
"HAWK","4","1","HUNGER","4655"
"SQUIRREL","1","1","EATEN","4654"
"HAWK","8","1","HUNGER","4653"
"HAWK","1","1","HUNGER","4652"
"HAWK","7","1","HUNGER","4651"
"SQUIRREL","0","1","EATEN","4650"
"HAWK","1","1","HUNGER","4649"
"HAWK","9","1","HUNGER","4648"
"HAWK","10","1","HUNGER","4647"
"SQUIRREL","0","1","HUNGER","4646"
"SQUIRREL","1","1","HUNGER","4645"
"SQUIRREL","1","1","EATEN","4644"
"HAWK","10","1","HUNGER","4643"
"HAWK","1","1","HUNGER","4642"
"HAWK","0","1","HUNGER","4641"
"HAWK","3","1","HUNGER","4640"
"SQUIRREL","0","1","HUNGER","4639"
"HAWK","5","1","HUNGER","4638"
"SQUIRREL","0","1","HUNGER","4637"
"HAWK","5","1","HUNGER","4636"
"SQUIRREL","0","1","HUNGER","4635"
"HAWK","8","1","HUNGER","4634"
"HAWK","7","1","HUNGER","4633"
"SQUIRREL","0","1","EATEN","4632"
"SQUIRREL","0","1","HUNGER","4631"
"SQUIRREL","1","1","HUNGER","4630"
"SQUIRREL","0","1","HUNGER","4629"
"SQUIRREL","1","1","EATEN","4628"
"SQUIRREL","1","1","EATEN","4627"
"SQUIRREL","0","1","HUNGER","4626"
"HAWK","8","1","HUNGER","4625"
"HAWK","5","1","HUNGER","4624"
"SQUIRREL","1","1","HUNGER","4623"
"HAWK","9","1","AGE","4622"
"SQUIRREL","1","1","EATEN","4621"
"HAWK","4","1","HUNGER","4620"
"HAWK","9","1","HUNGER","4619"
"HAWK","6","1","HUNGER","4618"
"SQUIRREL","2","1","EATEN","4617"
"SQUIRREL","1","1","EATEN","4616"
"HAWK","4","1","HUNGER","4615"
"HAWK","8","1","HUNGER","4614"
"SQUIRREL","2","1","HUNGER","4613"
"SQUIRREL","1","1","HUNGER","4612"
"HAWK","5","1","HUNGER","4611"
"HAWK","7","1","HUNGER","4610"
"HAWK","2","1","HUNGER","4609"
"HAWK","9","1","HUNGER","4608"
"SQUIRREL","2","1","HUNGER","4607"
"SQUIRREL","1","1","HUNGER","4606"
"HAWK","5","1","HUNGER","4605"
"SQUIRREL","0","1","HUNGER","4604"
"SQUIRREL","1","1","HUNGER","4603"
"HAWK","4","1","HUNGER","4602"
"SQUIRREL","0","1","HUNGER","4601"
"HAWK","2","1","HUNGER","4600"
"HAWK","5","1","HUNGER","4599"
"HAWK","2","1","HUNGER","4598"
"SQUIRREL","2","1","HUNGER","4597"
"SQUIRREL","0","1","EATEN","4596"
"SQUIRREL","0","1","EATEN","4595"
"HAWK","2","1","HUNGER","4594"
"HAWK","6","1","HUNGER","4593"
"HAWK","7","1","HUNGER","4592"
"HAWK","4","1","HUNGER","4591"
"SQUIRREL","1","1","HUNGER","4590"
"HAWK","10","1","HUNGER","4589"
"HAWK","7","1","HUNGER","4588"
"SQUIRREL","0","1","HUNGER","4587"
"HAWK","10","1","HUNGER","4586"
"SQUIRREL","2","1","HUNGER","4585"
"HAWK","6","1","HUNGER","4584"
"SQUIRREL","0","1","EATEN","4583"
"SQUIRREL","1","1","HUNGER","4582"
"HAWK","0","1","HUNGER","4581"
"SQUIRREL","0","1","HUNGER","4580"
"HAWK","10","1","HUNGER","4579"
"HAWK","10","1","HUNGER","4578"
"SQUIRREL","1","1","EATEN","4577"
"SQUIRREL","1","1","EATEN","4576"
"SQUIRREL","1","1","EATEN","4575"
"SQUIRREL","0","1","HUNGER","4574"
"SQUIRREL","1","1","HUNGER","4573"
"HAWK","8","1","HUNGER","4572"
"SQUIRREL","2","1","HUNGER","4571"
"HAWK","3","1","HUNGER","4570"
"HAWK","10","1","AGE","4569"
"HAWK","2","1","HUNGER","4568"
"HAWK","2","1","HUNGER","4567"
"HAWK","3","1","HUNGER","4566"
"SQUIRREL","0","1","EATEN","4565"
"SQUIRREL","1","1","HUNGER","4564"
"SQUIRREL","2","1","EATEN","4563"
"SQUIRREL","1","1","HUNGER","4562"
"HAWK","10","1","HUNGER","4561"
"SQUIRREL","2","1","HUNGER","4560"
"SQUIRREL","0","1","EATEN","4559"
"SQUIRREL","2","1","HUNGER","4558"
"HAWK","9","1","HUNGER","4557"
"SQUIRREL","2","1","HUNGER","4556"
"SQUIRREL","1","1","EATEN","4555"
"SQUIRREL","1","1","HUNGER","4554"
"SQUIRREL","1","1","EATEN","4553"
"HAWK","2","1","HUNGER","4552"
"SQUIRREL","2","1","EATEN","4551"
"SQUIRREL","2","1","EATEN","4550"
"SQUIRREL","0","1","HUNGER","4549"
"SQUIRREL","1","1","HUNGER","4548"
"SQUIRREL","1","1","HUNGER","4547"
"SQUIRREL","0","1","EATEN","4546"
"SQUIRREL","2","1","HUNGER","4545"
"SQUIRREL","1","1","HUNGER","4544"
"SQUIRREL","1","1","HUNGER","4543"
"HAWK","6","1","HUNGER","4542"
"SQUIRREL","2","1","EATEN","4541"
"HAWK","5","1","HUNGER","4540"
"SQUIRREL","0","1","HUNGER","4539"
"SQUIRREL","1","1","EATEN","4538"
"SQUIRREL","1","1","HUNGER","4537"
"SQUIRREL","2","1","HUNGER","4536"
"HAWK","4","1","HUNGER","4535"
"HAWK","4","1","HUNGER","4534"
"HAWK","2","1","HUNGER","4533"
"SQUIRREL","0","1","HUNGER","4532"
"HAWK","1","1","HUNGER","4531"
"SQUIRREL","0","1","EATEN","4530"
"SQUIRREL","0","1","HUNGER","4529"
"HAWK","2","1","HUNGER","4528"
"HAWK","7","1","HUNGER","4527"
"SQUIRREL","2","1","EATEN","4526"
"SQUIRREL","1","1","HUNGER","4525"
"SQUIRREL","1","1","HUNGER","4524"
"SQUIRREL","1","1","HUNGER","4523"
"SQUIRREL","1","1","EATEN","4522"
"SQUIRREL","1","1","HUNGER","4521"
"SQUIRREL","1","1","HUNGER","4520"
"SQUIRREL","2","1","HUNGER","4519"
"HAWK","10","1","AGE","4518"
"SQUIRREL","0","1","EATEN","4517"
"HAWK","10","1","HUNGER","4516"
"SQUIRREL","1","1","HUNGER","4515"
"SQUIRREL","2","1","HUNGER","4514"
"HAWK","2","1","HUNGER","4513"
"HAWK","1","1","HUNGER","4512"
"SQUIRREL","1","1","HUNGER","4511"
"SQUIRREL","2","1","HUNGER","4510"
"SQUIRREL","2","1","EATEN","4509"
"HAWK","5","1","HUNGER","4508"
"HAWK","9","1","HUNGER","4507"
"HAWK","8","1","HUNGER","4506"
"SQUIRREL","2","1","HUNGER","4505"
"SQUIRREL","2","1","HUNGER","4504"
"HAWK","2","1","HUNGER","4503"
"SQUIRREL","1","1","HUNGER","4502"
"SQUIRREL","0","1","HUNGER","4501"
"SQUIRREL","2","1","EATEN","4500"
"HAWK","10","1","HUNGER","4499"
"HAWK","2","1","HUNGER","4498"
"HAWK","9","1","HUNGER","4497"
"SQUIRREL","0","1","HUNGER","4496"
"SQUIRREL","2","1","HUNGER","4495"
"SQUIRREL","2","1","EATEN","4494"
"HAWK","2","1","HUNGER","4493"
"HAWK","3","1","HUNGER","4492"
"HAWK","4","1","HUNGER","4491"
"HAWK","3","1","HUNGER","4490"
"SQUIRREL","1","1","HUNGER","4489"
"SQUIRREL","0","1","EATEN","4488"
"SQUIRREL","0","1","HUNGER","4487"
"SQUIRREL","2","1","HUNGER","4486"
"SQUIRREL","1","1","HUNGER","4485"
"HAWK","8","1","HUNGER","4484"
"SQUIRREL","2","1","HUNGER","4483"
"SQUIRREL","2","1","HUNGER","4482"
"HAWK","4","1","HUNGER","4481"
"SQUIRREL","0","1","EATEN","4480"
"HAWK","10","1","AGE","4479"
"SQUIRREL","1","1","EATEN","4478"
"HAWK","7","1","HUNGER","4477"
"SQUIRREL","0","1","HUNGER","4476"
"HAWK","4","1","HUNGER","4475"
"SQUIRREL","1","1","HUNGER","4474"
"SQUIRREL","1","1","EATEN","4473"
"SQUIRREL","1","1","HUNGER","4472"
"SQUIRREL","2","1","EATEN","4471"
"SQUIRREL","0","1","HUNGER","4470"
"SQUIRREL","2","1","EATEN","4469"
"SQUIRREL","2","1","EATEN","4468"
"SQUIRREL","2","1","EATEN","4467"
"HAWK","1","1","HUNGER","4466"
"SQUIRREL","0","1","HUNGER","4465"
"SQUIRREL","0","1","EATEN","4464"
"HAWK","1","1","HUNGER","4463"
"SQUIRREL","2","1","HUNGER","4462"
"SQUIRREL","0","1","EATEN","4461"
"HAWK","3","1","HUNGER","4460"
"SQUIRREL","1","1","EATEN","4459"
"HAWK","5","1","HUNGER","4458"
"HAWK","5","1","HUNGER","4457"
"SQUIRREL","1","1","EATEN","4456"
"SQUIRREL","2","1","HUNGER","4455"
"HAWK","5","1","HUNGER","4454"
"SQUIRREL","1","1","HUNGER","4453"
"SQUIRREL","1","1","HUNGER","4452"
"SQUIRREL","2","1","HUNGER","4451"
"SQUIRREL","1","1","HUNGER","4450"
"SQUIRREL","2","1","EATEN","4449"
"HAWK","6","1","HUNGER","4448"
"SQUIRREL","0","1","EATEN","4447"
"SQUIRREL","2","1","EATEN","4446"
"HAWK","9","1","HUNGER","4445"
"HAWK","2","1","HUNGER","4444"
"HAWK","7","1","HUNGER","4443"
"SQUIRREL","0","1","HUNGER","4442"
"SQUIRREL","0","1","HUNGER","4441"
"SQUIRREL","1","1","HUNGER","4440"
"HAWK","5","1","HUNGER","4439"
"HAWK","9","1","HUNGER","4438"
"SQUIRREL","0","1","HUNGER","4437"
"SQUIRREL","2","1","HUNGER","4436"
"SQUIRREL","1","1","HUNGER","4435"
"SQUIRREL","2","1","HUNGER","4434"
"HAWK","4","1","HUNGER","4433"
"HAWK","3","1","HUNGER","4432"
"HAWK","8","1","HUNGER","4431"
"SQUIRREL","0","1","HUNGER","4430"
"HAWK","5","1","HUNGER","4429"
"HAWK","2","1","HUNGER","4428"
"HAWK","10","1","HUNGER","4427"
"HAWK","5","1","HUNGER","4426"
"SQUIRREL","2","1","EATEN","4425"
"SQUIRREL","1","1","HUNGER","4424"
"HAWK","6","1","HUNGER","4423"
"HAWK","0","1","HUNGER","4422"
"HAWK","10","1","HUNGER","4421"
"SQUIRREL","0","1","HUNGER","4420"
"HAWK","6","1","HUNGER","4419"
"SQUIRREL","2","1","HUNGER","4418"
"SQUIRREL","1","1","HUNGER","4417"
"SQUIRREL","1","1","EATEN","4416"
"SQUIRREL","2","1","EATEN","4415"
"SQUIRREL","2","1","EATEN","4414"
"SQUIRREL","2","1","HUNGER","4413"
"SQUIRREL","1","1","EATEN","4412"
"HAWK","4","1","HUNGER","4411"
"HAWK","2","1","HUNGER","4410"
"HAWK","0","1","HUNGER","4409"
"HAWK","7","1","HUNGER","4408"
"HAWK","5","1","HUNGER","4407"
"HAWK","0","1","HUNGER","4406"
"SQUIRREL","0","1","HUNGER","4405"
"SQUIRREL","1","1","HUNGER","4404"
"SQUIRREL","2","1","HUNGER","4403"
"HAWK","10","1","HUNGER","4402"
"HAWK","1","1","HUNGER","4401"
"HAWK","7","1","HUNGER","4400"
"SQUIRREL","1","1","HUNGER","4399"
"HAWK","1","1","HUNGER","4398"
"SQUIRREL","1","1","EATEN","4397"
"SQUIRREL","1","1","EATEN","4396"
"HAWK","3","1","HUNGER","4395"
"SQUIRREL","1","1","HUNGER","4394"
"HAWK","2","1","HUNGER","4393"
"HAWK","1","1","HUNGER","4392"
"HAWK","0","1","HUNGER","4391"
"HAWK","4","1","HUNGER","4390"
"SQUIRREL","0","1","HUNGER","4389"
"SQUIRREL","0","1","HUNGER","4388"
"HAWK","5","1","HUNGER","4387"
"HAWK","1","1","HUNGER","4386"
"SQUIRREL","2","1","EATEN","4385"
"SQUIRREL","0","1","HUNGER","4384"
"HAWK","8","1","HUNGER","4383"
"SQUIRREL","2","1","HUNGER","4382"
"HAWK","6","1","HUNGER","4381"
"SQUIRREL","0","1","EATEN","4380"
"SQUIRREL","0","1","HUNGER","4379"
"HAWK","5","1","HUNGER","4378"
"SQUIRREL","0","1","HUNGER","4377"
"SQUIRREL","0","1","HUNGER","4376"
"HAWK","2","1","HUNGER","4375"
"HAWK","7","1","HUNGER","4374"
"SQUIRREL","1","1","EATEN","4373"
"HAWK","10","1","HUNGER","4372"
"SQUIRREL","1","1","HUNGER","4371"
"SQUIRREL","1","1","EATEN","4370"
"SQUIRREL","1","1","HUNGER","4369"
"SQUIRREL","2","1","HUNGER","4368"
"SQUIRREL","1","1","HUNGER","4367"
"HAWK","6","1","HUNGER","4366"
"SQUIRREL","0","1","HUNGER","4365"
"SQUIRREL","0","1","EATEN","4364"
"HAWK","9","1","AGE","4363"
"SQUIRREL","1","1","HUNGER","4362"
"HAWK","10","1","HUNGER","4361"
"SQUIRREL","1","1","EATEN","4360"
"HAWK","8","1","HUNGER","4359"
"HAWK","7","1","HUNGER","4358"
"SQUIRREL","2","1","EATEN","4357"
"SQUIRREL","0","1","HUNGER","4356"
"HAWK","5","1","HUNGER","4355"
"HAWK","3","1","HUNGER","4354"
"HAWK","2","1","HUNGER","4353"
"HAWK","7","1","HUNGER","4352"
"HAWK","5","1","HUNGER","4351"
"SQUIRREL","2","1","HUNGER","4350"
"HAWK","4","1","HUNGER","4349"
"SQUIRREL","0","1","EATEN","4348"
"HAWK","1","1","HUNGER","4347"
"HAWK","10","1","HUNGER","4346"
"SQUIRREL","2","1","HUNGER","4345"
"SQUIRREL","1","1","EATEN","4344"
"SQUIRREL","0","1","EATEN","4343"
"SQUIRREL","2","1","EATEN","4342"
