"Animal","Age","Time of death","Death cause","Total population"
"SQUIRREL","2","1","HUNGER","13904"
"SQUIRREL","1","1","HUNGER","13903"
"SQUIRREL","1","1","HUNGER","13902"
"SQUIRREL","2","1","HUNGER","13901"
"SQUIRREL","1","1","HUNGER","13900"
"SQUIRREL","0","1","HUNGER","13899"
"SQUIRREL","2","1","HUNGER","13898"
"SQUIRREL","2","1","HUNGER","13897"
"SQUIRREL","0","1","HUNGER","13896"
"SQUIRREL","1","1","HUNGER","13895"
"SQUIRREL","2","1","HUNGER","13894"
"SQUIRREL","0","1","HUNGER","13893"
"SQUIRREL","0","1","HUNGER","13892"
"SQUIRREL","2","1","HUNGER","13891"
"SQUIRREL","2","1","HUNGER","13890"
"SQUIRREL","1","1","HUNGER","13889"
"SQUIRREL","0","1","HUNGER","13888"
"SQUIRREL","2","1","HUNGER","13887"
"SQUIRREL","1","1","HUNGER","13886"
"SQUIRREL","2","1","HUNGER","13885"
"SQUIRREL","0","1","HUNGER","13884"
"SQUIRREL","1","1","HUNGER","13883"
"SQUIRREL","1","1","HUNGER","13882"
"SQUIRREL","0","1","HUNGER","13881"
"SQUIRREL","1","1","HUNGER","13880"
"SQUIRREL","0","1","HUNGER","13879"
"SQUIRREL","1","1","HUNGER","13878"
"SQUIRREL","0","1","HUNGER","13877"
"SQUIRREL","1","1","HUNGER","13876"
"SQUIRREL","1","1","HUNGER","13875"
"SQUIRREL","0","1","HUNGER","13874"
"SQUIRREL","2","1","HUNGER","13873"
"SQUIRREL","0","1","HUNGER","13872"
"SQUIRREL","1","1","HUNGER","13871"
"SQUIRREL","0","1","HUNGER","13870"
"SQUIRREL","2","1","HUNGER","13869"
"SQUIRREL","1","1","HUNGER","13868"
"SQUIRREL","0","1","HUNGER","13867"
"SQUIRREL","2","1","HUNGER","13866"
"SQUIRREL","0","1","HUNGER","13865"
"SQUIRREL","1","1","HUNGER","13864"
"SQUIRREL","0","1","HUNGER","13863"
"SQUIRREL","1","1","HUNGER","13862"
"SQUIRREL","1","1","HUNGER","13861"
"SQUIRREL","1","1","HUNGER","13860"
"SQUIRREL","2","1","HUNGER","13859"
"SQUIRREL","2","1","HUNGER","13858"
"SQUIRREL","0","1","HUNGER","13857"
"SQUIRREL","1","1","HUNGER","13856"
"SQUIRREL","1","1","HUNGER","13855"
"SQUIRREL","2","1","HUNGER","13854"
"SQUIRREL","0","1","HUNGER","13853"
"SQUIRREL","2","1","HUNGER","13852"
"SQUIRREL","1","1","HUNGER","13851"
"SQUIRREL","2","1","HUNGER","13850"
"SQUIRREL","0","1","HUNGER","13849"
"SQUIRREL","0","1","HUNGER","13848"
"SQUIRREL","2","1","HUNGER","13847"
"SQUIRREL","1","1","HUNGER","13846"
"SQUIRREL","1","1","HUNGER","13845"
"SQUIRREL","2","1","HUNGER","13844"
"SQUIRREL","0","1","HUNGER","13843"
"SQUIRREL","1","1","HUNGER","13842"
"SQUIRREL","2","1","HUNGER","13841"
"SQUIRREL","2","1","HUNGER","13840"
"SQUIRREL","2","1","HUNGER","13839"
"SQUIRREL","1","1","HUNGER","13838"
"SQUIRREL","1","1","HUNGER","13837"
"SQUIRREL","1","1","HUNGER","13836"
"SQUIRREL","0","1","HUNGER","13835"
"SQUIRREL","2","1","HUNGER","13834"
"SQUIRREL","1","1","HUNGER","13833"
"SQUIRREL","2","1","AGE","13832"
"SQUIRREL","1","1","HUNGER","13831"
"SQUIRREL","2","1","HUNGER","13830"
"SQUIRREL","1","1","HUNGER","13829"
"SQUIRREL","1","1","HUNGER","13828"
"SQUIRREL","1","1","HUNGER","13827"
"SQUIRREL","0","1","HUNGER","13826"
"SQUIRREL","0","1","HUNGER","13825"
"SQUIRREL","1","1","HUNGER","13824"
"SQUIRREL","0","1","HUNGER","13823"
"SQUIRREL","0","1","HUNGER","13822"
"SQUIRREL","2","1","HUNGER","13821"
"SQUIRREL","2","1","HUNGER","13820"
"SQUIRREL","2","1","HUNGER","13819"
"SQUIRREL","0","1","HUNGER","13818"
"SQUIRREL","0","1","HUNGER","13817"
"SQUIRREL","0","1","HUNGER","13816"
"SQUIRREL","2","1","HUNGER","13815"
"SQUIRREL","2","1","HUNGER","13814"
"SQUIRREL","1","1","HUNGER","13813"
"SQUIRREL","2","1","HUNGER","13812"
"SQUIRREL","1","1","HUNGER","13811"
"SQUIRREL","1","1","HUNGER","13810"
"SQUIRREL","0","1","HUNGER","13809"
"SQUIRREL","2","1","HUNGER","13808"
"SQUIRREL","1","1","HUNGER","13807"
"SQUIRREL","1","1","HUNGER","13806"
"SQUIRREL","0","1","HUNGER","13805"
"SQUIRREL","2","1","HUNGER","13804"
"SQUIRREL","0","1","HUNGER","13803"
"SQUIRREL","2","1","HUNGER","13802"
"SQUIRREL","0","1","HUNGER","13801"
"SQUIRREL","1","1","HUNGER","13800"
"SQUIRREL","1","1","HUNGER","13799"
"SQUIRREL","1","1","HUNGER","13798"
"SQUIRREL","2","1","HUNGER","13797"
"SQUIRREL","1","1","HUNGER","13796"
"SQUIRREL","2","1","HUNGER","13795"
"SQUIRREL","1","1","HUNGER","13794"
"SQUIRREL","0","1","HUNGER","13793"
"SQUIRREL","1","1","HUNGER","13792"
"SQUIRREL","0","1","HUNGER","13791"
"SQUIRREL","2","1","HUNGER","13790"
"SQUIRREL","0","1","HUNGER","13789"
"SQUIRREL","1","1","HUNGER","13788"
"SQUIRREL","2","1","HUNGER","13787"
"SQUIRREL","2","1","HUNGER","13786"
"SQUIRREL","1","1","HUNGER","13785"
"SQUIRREL","0","1","HUNGER","13784"
"SQUIRREL","0","1","HUNGER","13783"
"SQUIRREL","2","1","HUNGER","13782"
"SQUIRREL","1","1","HUNGER","13781"
"SQUIRREL","2","1","HUNGER","13780"
"SQUIRREL","1","1","HUNGER","13779"
"SQUIRREL","1","1","HUNGER","13778"
"SQUIRREL","0","1","HUNGER","13777"
"SQUIRREL","2","1","HUNGER","13776"
"SQUIRREL","0","1","HUNGER","13775"
"SQUIRREL","1","1","HUNGER","13774"
"SQUIRREL","2","1","HUNGER","13773"
"SQUIRREL","0","1","HUNGER","13772"
"SQUIRREL","0","1","HUNGER","13771"
"SQUIRREL","1","1","HUNGER","13770"
"SQUIRREL","1","1","HUNGER","13769"
"SQUIRREL","2","1","HUNGER","13768"
"SQUIRREL","2","1","HUNGER","13767"
"SQUIRREL","2","1","HUNGER","13766"
"SQUIRREL","2","1","HUNGER","13765"
"SQUIRREL","1","1","HUNGER","13764"
"SQUIRREL","2","1","HUNGER","13763"
"SQUIRREL","2","1","HUNGER","13762"
"SQUIRREL","1","1","HUNGER","13761"
"SQUIRREL","2","1","HUNGER","13760"
"SQUIRREL","0","1","HUNGER","13759"
"SQUIRREL","0","1","HUNGER","13758"
"SQUIRREL","1","1","HUNGER","13757"
"SQUIRREL","1","1","HUNGER","13756"
"SQUIRREL","0","1","HUNGER","13755"
"SQUIRREL","0","1","HUNGER","13754"
"SQUIRREL","2","1","HUNGER","13753"
"SQUIRREL","2","1","HUNGER","13752"
"SQUIRREL","1","1","HUNGER","13751"
"SQUIRREL","1","1","HUNGER","13750"
"SQUIRREL","2","1","HUNGER","13749"
"SQUIRREL","2","1","HUNGER","13748"
"SQUIRREL","0","1","HUNGER","13747"
"SQUIRREL","1","1","HUNGER","13746"
"SQUIRREL","2","1","HUNGER","13745"
"SQUIRREL","2","1","HUNGER","13744"
"SQUIRREL","1","1","HUNGER","13743"
"SQUIRREL","0","1","HUNGER","13742"
"SQUIRREL","2","1","HUNGER","13741"
"SQUIRREL","0","1","HUNGER","13740"
"SQUIRREL","0","1","HUNGER","13739"
"SQUIRREL","1","1","HUNGER","13738"
"SQUIRREL","2","1","HUNGER","13737"
"SQUIRREL","1","1","HUNGER","13736"
"SQUIRREL","1","1","HUNGER","13735"
"SQUIRREL","2","1","HUNGER","13734"
"SQUIRREL","1","1","HUNGER","13733"
"SQUIRREL","2","1","HUNGER","13732"
"SQUIRREL","2","1","HUNGER","13731"
"SQUIRREL","1","1","HUNGER","13730"
"SQUIRREL","2","1","HUNGER","13729"
"SQUIRREL","0","1","HUNGER","13728"
"SQUIRREL","0","1","HUNGER","13727"
"SQUIRREL","0","1","HUNGER","13726"
"SQUIRREL","2","1","HUNGER","13725"
"SQUIRREL","1","1","HUNGER","13724"
"SQUIRREL","1","1","HUNGER","13723"
"SQUIRREL","1","1","HUNGER","13722"
"SQUIRREL","2","1","HUNGER","13721"
"SQUIRREL","1","1","HUNGER","13720"
"SQUIRREL","1","1","HUNGER","13719"
"SQUIRREL","2","1","HUNGER","13718"
"SQUIRREL","2","1","HUNGER","13717"
"SQUIRREL","1","1","HUNGER","13716"
"SQUIRREL","0","1","HUNGER","13715"
"SQUIRREL","1","1","HUNGER","13714"
"SQUIRREL","2","1","HUNGER","13713"
"SQUIRREL","0","1","HUNGER","13712"
"SQUIRREL","0","1","HUNGER","13711"
"SQUIRREL","1","1","HUNGER","13710"
"SQUIRREL","1","1","HUNGER","13709"
"SQUIRREL","1","1","EATEN","13708"
"SQUIRREL","1","1","HUNGER","13707"
"SQUIRREL","0","1","HUNGER","13706"
"SQUIRREL","0","1","HUNGER","13705"
"SQUIRREL","0","1","HUNGER","13704"
"SQUIRREL","1","1","HUNGER","13703"
"SQUIRREL","2","1","HUNGER","13702"
"SQUIRREL","1","1","HUNGER","13701"
"SQUIRREL","2","1","HUNGER","13700"
"SQUIRREL","2","1","HUNGER","13699"
"SQUIRREL","2","1","HUNGER","13698"
"SQUIRREL","1","1","HUNGER","13697"
"SQUIRREL","1","1","HUNGER","13696"
"SQUIRREL","1","1","HUNGER","13695"
"SQUIRREL","0","1","HUNGER","13694"
"SQUIRREL","0","1","HUNGER","13693"
"SQUIRREL","2","1","HUNGER","13692"
"SQUIRREL","0","1","HUNGER","13691"
"SQUIRREL","1","1","HUNGER","13690"
"SQUIRREL","2","1","HUNGER","13689"
"SQUIRREL","2","1","HUNGER","13688"
"SQUIRREL","1","1","HUNGER","13687"
"SQUIRREL","1","1","HUNGER","13686"
"SQUIRREL","2","1","HUNGER","13685"
"SQUIRREL","0","1","HUNGER","13684"
"SQUIRREL","1","1","HUNGER","13683"
"SQUIRREL","1","1","HUNGER","13682"
"SQUIRREL","2","1","HUNGER","13681"
"SQUIRREL","1","1","HUNGER","13680"
"SQUIRREL","2","1","HUNGER","13679"
"SQUIRREL","2","1","HUNGER","13678"
"SQUIRREL","0","1","HUNGER","13677"
"SQUIRREL","0","1","HUNGER","13676"
"SQUIRREL","1","1","HUNGER","13675"
"SQUIRREL","1","1","HUNGER","13674"
"SQUIRREL","1","1","HUNGER","13673"
"SQUIRREL","2","1","HUNGER","13672"
"SQUIRREL","2","1","HUNGER","13671"
"SQUIRREL","0","1","HUNGER","13670"
"SQUIRREL","0","1","HUNGER","13669"
"SQUIRREL","0","1","HUNGER","13668"
"SQUIRREL","1","1","HUNGER","13667"
"SQUIRREL","0","1","HUNGER","13666"
"SQUIRREL","0","1","HUNGER","13665"
"SQUIRREL","2","1","HUNGER","13664"
"SQUIRREL","0","1","HUNGER","13663"
"SQUIRREL","2","1","HUNGER","13662"
"SQUIRREL","2","1","HUNGER","13661"
"SQUIRREL","1","1","HUNGER","13660"
"SQUIRREL","0","1","HUNGER","13659"
"SQUIRREL","0","1","HUNGER","13658"
"SQUIRREL","1","1","HUNGER","13657"
"SQUIRREL","2","1","HUNGER","13656"
"SQUIRREL","0","1","HUNGER","13655"
"SQUIRREL","0","1","HUNGER","13654"
"SQUIRREL","0","1","HUNGER","13653"
"SQUIRREL","1","1","HUNGER","13652"
"SQUIRREL","2","1","HUNGER","13651"
"SQUIRREL","0","1","HUNGER","13650"
"SQUIRREL","2","1","HUNGER","13649"
"SQUIRREL","2","1","HUNGER","13648"
"SQUIRREL","0","1","HUNGER","13647"
"SQUIRREL","1","1","HUNGER","13646"
"SQUIRREL","0","1","HUNGER","13645"
"SQUIRREL","0","1","HUNGER","13644"
"SQUIRREL","2","1","HUNGER","13643"
"SQUIRREL","0","1","HUNGER","13642"
"SQUIRREL","2","1","HUNGER","13641"
"SQUIRREL","2","1","HUNGER","13640"
"SQUIRREL","0","1","HUNGER","13639"
"SQUIRREL","1","1","HUNGER","13638"
"SQUIRREL","0","1","HUNGER","13637"
"SQUIRREL","0","1","HUNGER","13636"
"SQUIRREL","2","1","HUNGER","13635"
"SQUIRREL","0","1","HUNGER","13634"
"SQUIRREL","0","1","HUNGER","13633"
"SQUIRREL","2","1","HUNGER","13632"
"SQUIRREL","2","1","HUNGER","13631"
"SQUIRREL","2","1","HUNGER","13630"
"SQUIRREL","1","1","HUNGER","13629"
"SQUIRREL","1","1","HUNGER","13628"
"SQUIRREL","0","1","HUNGER","13627"
"SQUIRREL","0","1","HUNGER","13626"
"SQUIRREL","0","1","HUNGER","13625"
"SQUIRREL","0","1","HUNGER","13624"
"SQUIRREL","1","1","HUNGER","13623"
"SQUIRREL","1","1","HUNGER","13622"
"SQUIRREL","1","1","HUNGER","13621"
"SQUIRREL","1","1","HUNGER","13620"
"SQUIRREL","0","1","HUNGER","13619"
"SQUIRREL","0","1","HUNGER","13618"
"SQUIRREL","2","1","HUNGER","13617"
"SQUIRREL","2","1","HUNGER","13616"
"SQUIRREL","0","1","HUNGER","13615"
"SQUIRREL","2","1","HUNGER","13614"
"SQUIRREL","1","1","HUNGER","13613"
"SQUIRREL","0","1","HUNGER","13612"
"SQUIRREL","2","1","HUNGER","13611"
"SQUIRREL","1","1","HUNGER","13610"
"SQUIRREL","0","1","HUNGER","13609"
"SQUIRREL","0","1","HUNGER","13608"
"SQUIRREL","1","1","HUNGER","13607"
"SQUIRREL","0","1","HUNGER","13606"
"SQUIRREL","2","1","HUNGER","13605"
"SQUIRREL","0","1","HUNGER","13604"
"SQUIRREL","2","1","HUNGER","13603"
"SQUIRREL","0","1","HUNGER","13602"
"SQUIRREL","2","1","HUNGER","13601"
"SQUIRREL","1","1","HUNGER","13600"
"SQUIRREL","0","1","HUNGER","13599"
"SQUIRREL","1","1","HUNGER","13598"
"SQUIRREL","1","1","HUNGER","13597"
"SQUIRREL","1","1","HUNGER","13596"
"SQUIRREL","0","1","HUNGER","13595"
"SQUIRREL","0","1","HUNGER","13594"
"SQUIRREL","1","1","HUNGER","13593"
"SQUIRREL","1","1","HUNGER","13592"
"SQUIRREL","2","1","HUNGER","13591"
"SQUIRREL","1","1","HUNGER","13590"
"SQUIRREL","0","1","HUNGER","13589"
"SQUIRREL","0","1","EATEN","13588"
"SQUIRREL","2","1","HUNGER","13587"
"SQUIRREL","0","1","HUNGER","13586"
"SQUIRREL","0","1","HUNGER","13585"
"SQUIRREL","2","1","HUNGER","13584"
"SQUIRREL","1","1","HUNGER","13583"
"SQUIRREL","1","1","HUNGER","13582"
"SQUIRREL","1","1","HUNGER","13581"
"SQUIRREL","1","1","HUNGER","13580"
"HAWK","0","1","HUNGER","13579"
"SQUIRREL","0","1","HUNGER","13578"
"SQUIRREL","1","1","HUNGER","13577"
"SQUIRREL","1","1","HUNGER","13576"
"SQUIRREL","2","1","HUNGER","13575"
"SQUIRREL","0","1","HUNGER","13574"
"SQUIRREL","1","1","HUNGER","13573"
"SQUIRREL","2","1","HUNGER","13572"
"SQUIRREL","1","1","HUNGER","13571"
"SQUIRREL","2","1","HUNGER","13570"
"SQUIRREL","2","1","HUNGER","13569"
"SQUIRREL","1","1","HUNGER","13568"
"SQUIRREL","0","1","HUNGER","13567"
"SQUIRREL","1","1","HUNGER","13566"
"SQUIRREL","1","1","HUNGER","13565"
"SQUIRREL","1","1","HUNGER","13564"
"SQUIRREL","0","1","HUNGER","13563"
"SQUIRREL","2","1","HUNGER","13562"
"SQUIRREL","2","1","HUNGER","13561"
"SQUIRREL","0","1","HUNGER","13560"
"SQUIRREL","1","1","HUNGER","13559"
"SQUIRREL","2","1","HUNGER","13558"
"SQUIRREL","2","1","HUNGER","13557"
"SQUIRREL","1","1","HUNGER","13556"
"SQUIRREL","0","1","HUNGER","13555"
"SQUIRREL","2","1","HUNGER","13554"
"SQUIRREL","1","1","HUNGER","13553"
"SQUIRREL","1","1","HUNGER","13552"
"SQUIRREL","2","1","HUNGER","13551"
"SQUIRREL","2","1","HUNGER","13550"
"SQUIRREL","1","1","HUNGER","13549"
"SQUIRREL","1","1","HUNGER","13548"
"SQUIRREL","2","1","HUNGER","13547"
"SQUIRREL","2","1","AGE","13546"
"SQUIRREL","2","1","HUNGER","13545"
"SQUIRREL","1","1","HUNGER","13544"
"SQUIRREL","2","1","HUNGER","13543"
"SQUIRREL","2","1","HUNGER","13542"
"SQUIRREL","0","1","HUNGER","13541"
"SQUIRREL","0","1","HUNGER","13540"
"SQUIRREL","1","1","HUNGER","13539"
"SQUIRREL","2","1","HUNGER","13538"
"SQUIRREL","2","1","HUNGER","13537"
"SQUIRREL","0","1","HUNGER","13536"
"SQUIRREL","2","1","HUNGER","13535"
"SQUIRREL","0","1","HUNGER","13534"
"SQUIRREL","2","1","HUNGER","13533"
"SQUIRREL","2","1","HUNGER","13532"
"SQUIRREL","2","1","HUNGER","13531"
"SQUIRREL","2","1","HUNGER","13530"
"SQUIRREL","0","1","HUNGER","13529"
"SQUIRREL","1","1","HUNGER","13528"
"SQUIRREL","2","1","HUNGER","13527"
"SQUIRREL","0","1","HUNGER","13526"
"SQUIRREL","1","1","HUNGER","13525"
"SQUIRREL","1","1","HUNGER","13524"
"SQUIRREL","0","1","HUNGER","13523"
"SQUIRREL","2","1","HUNGER","13522"
"SQUIRREL","1","1","HUNGER","13521"
"SQUIRREL","2","1","HUNGER","13520"
"SQUIRREL","2","1","HUNGER","13519"
"SQUIRREL","0","1","HUNGER","13518"
"SQUIRREL","1","1","HUNGER","13517"
"SQUIRREL","1","1","HUNGER","13516"
"SQUIRREL","2","1","HUNGER","13515"
"SQUIRREL","0","1","HUNGER","13514"
"SQUIRREL","2","1","HUNGER","13513"
"SQUIRREL","0","1","HUNGER","13512"
"SQUIRREL","2","1","HUNGER","13511"
"SQUIRREL","2","1","HUNGER","13510"
"SQUIRREL","0","1","HUNGER","13509"
"SQUIRREL","2","1","HUNGER","13508"
"HAWK","5","1","HUNGER","13507"
"SQUIRREL","0","1","HUNGER","13506"
"SQUIRREL","0","1","HUNGER","13505"
"SQUIRREL","1","1","HUNGER","13504"
"SQUIRREL","1","1","HUNGER","13503"
"SQUIRREL","2","1","HUNGER","13502"
"HAWK","5","1","HUNGER","13501"
"SQUIRREL","1","1","HUNGER","13500"
"SQUIRREL","0","1","EATEN","13499"
"SQUIRREL","2","1","HUNGER","13498"
"SQUIRREL","2","1","HUNGER","13497"
"SQUIRREL","0","1","HUNGER","13496"
"SQUIRREL","1","1","HUNGER","13495"
"SQUIRREL","2","1","HUNGER","13494"
"SQUIRREL","2","1","HUNGER","13493"
"SQUIRREL","1","1","HUNGER","13492"
"SQUIRREL","2","1","HUNGER","13491"
"SQUIRREL","0","1","HUNGER","13490"
"SQUIRREL","2","1","HUNGER","13489"
"SQUIRREL","2","1","AGE","13488"
"SQUIRREL","1","1","HUNGER","13487"
"SQUIRREL","2","1","HUNGER","13486"
"SQUIRREL","2","1","HUNGER","13485"
"SQUIRREL","0","1","HUNGER","13484"
"SQUIRREL","1","1","HUNGER","13483"
"SQUIRREL","2","1","HUNGER","13482"
"SQUIRREL","1","1","HUNGER","13481"
"SQUIRREL","1","1","HUNGER","13480"
"SQUIRREL","1","1","HUNGER","13479"
"SQUIRREL","0","1","HUNGER","13478"
"SQUIRREL","2","1","HUNGER","13477"
"SQUIRREL","0","1","HUNGER","13476"
"SQUIRREL","1","1","HUNGER","13475"
"SQUIRREL","1","1","HUNGER","13474"
"SQUIRREL","0","1","HUNGER","13473"
"SQUIRREL","0","1","HUNGER","13472"
"SQUIRREL","2","1","HUNGER","13471"
"SQUIRREL","0","1","HUNGER","13470"
"SQUIRREL","2","1","HUNGER","13469"
"SQUIRREL","1","1","HUNGER","13468"
"SQUIRREL","2","1","HUNGER","13467"
"SQUIRREL","2","1","HUNGER","13466"
"SQUIRREL","1","1","HUNGER","13465"
"SQUIRREL","1","1","HUNGER","13464"
"SQUIRREL","2","1","AGE","13463"
"SQUIRREL","2","1","HUNGER","13462"
"SQUIRREL","2","1","HUNGER","13461"
"SQUIRREL","2","1","HUNGER","13460"
"SQUIRREL","0","1","HUNGER","13459"
"SQUIRREL","1","1","HUNGER","13458"
"SQUIRREL","0","1","HUNGER","13457"
"SQUIRREL","1","1","HUNGER","13456"
"SQUIRREL","0","1","HUNGER","13455"
"SQUIRREL","0","1","HUNGER","13454"
"SQUIRREL","0","1","HUNGER","13453"
"SQUIRREL","0","1","HUNGER","13452"
"SQUIRREL","0","1","HUNGER","13451"
"SQUIRREL","2","1","HUNGER","13450"
"SQUIRREL","1","1","HUNGER","13449"
"SQUIRREL","1","1","HUNGER","13448"
"SQUIRREL","0","1","HUNGER","13447"
"SQUIRREL","1","1","HUNGER","13446"
"SQUIRREL","2","1","HUNGER","13445"
"SQUIRREL","1","1","HUNGER","13444"
"SQUIRREL","1","1","HUNGER","13443"
"SQUIRREL","1","1","HUNGER","13442"
"SQUIRREL","2","1","HUNGER","13441"
"SQUIRREL","2","1","HUNGER","13440"
"SQUIRREL","0","1","HUNGER","13439"
"SQUIRREL","0","1","HUNGER","13438"
"SQUIRREL","2","1","HUNGER","13437"
"SQUIRREL","1","1","HUNGER","13436"
"SQUIRREL","0","1","HUNGER","13435"
"SQUIRREL","2","1","AGE","13434"
"SQUIRREL","2","1","HUNGER","13433"
"SQUIRREL","0","1","HUNGER","13432"
"SQUIRREL","2","1","HUNGER","13431"
"SQUIRREL","2","1","AGE","13430"
"SQUIRREL","1","1","HUNGER","13429"
"SQUIRREL","1","1","HUNGER","13428"
"SQUIRREL","0","1","HUNGER","13427"
"SQUIRREL","2","1","HUNGER","13426"
"SQUIRREL","0","1","HUNGER","13425"
"SQUIRREL","0","1","HUNGER","13424"
"SQUIRREL","1","1","HUNGER","13423"
"SQUIRREL","0","1","HUNGER","13422"
"SQUIRREL","0","1","HUNGER","13421"
"SQUIRREL","1","1","HUNGER","13420"
"SQUIRREL","0","1","HUNGER","13419"
"SQUIRREL","1","1","HUNGER","13418"
"SQUIRREL","0","1","HUNGER","13417"
"SQUIRREL","2","1","HUNGER","13416"
"HAWK","5","1","HUNGER","13415"
"SQUIRREL","2","1","HUNGER","13414"
"SQUIRREL","2","1","HUNGER","13413"
"SQUIRREL","2","1","HUNGER","13412"
"SQUIRREL","0","1","HUNGER","13411"
"SQUIRREL","2","1","HUNGER","13410"
"SQUIRREL","0","1","HUNGER","13409"
"SQUIRREL","0","1","HUNGER","13408"
"SQUIRREL","2","1","HUNGER","13407"
"SQUIRREL","2","1","HUNGER","13406"
"SQUIRREL","1","1","HUNGER","13405"
"SQUIRREL","2","1","HUNGER","13404"
"SQUIRREL","2","1","HUNGER","13403"
"SQUIRREL","0","1","HUNGER","13402"
"SQUIRREL","0","1","HUNGER","13401"
"SQUIRREL","0","1","HUNGER","13400"
"SQUIRREL","2","1","HUNGER","13399"
"SQUIRREL","1","1","HUNGER","13398"
"SQUIRREL","1","1","HUNGER","13397"
"SQUIRREL","1","1","HUNGER","13396"
"SQUIRREL","1","1","HUNGER","13395"
"SQUIRREL","1","1","HUNGER","13394"
"SQUIRREL","0","1","HUNGER","13393"
"SQUIRREL","1","1","HUNGER","13392"
"SQUIRREL","0","1","HUNGER","13391"
"SQUIRREL","1","1","HUNGER","13390"
"SQUIRREL","1","1","HUNGER","13389"
"SQUIRREL","2","1","AGE","13388"
"SQUIRREL","2","1","HUNGER","13387"
"SQUIRREL","0","1","HUNGER","13386"
"SQUIRREL","1","1","HUNGER","13385"
"SQUIRREL","1","1","HUNGER","13384"
"SQUIRREL","0","1","HUNGER","13383"
"SQUIRREL","0","1","HUNGER","13382"
"SQUIRREL","0","1","HUNGER","13381"
"SQUIRREL","0","1","HUNGER","13380"
"SQUIRREL","1","1","HUNGER","13379"
"SQUIRREL","0","1","HUNGER","13378"
"SQUIRREL","0","1","HUNGER","13377"
"SQUIRREL","2","1","HUNGER","13376"
"SQUIRREL","0","1","HUNGER","13375"
"SQUIRREL","0","1","HUNGER","13374"
"SQUIRREL","1","1","HUNGER","13373"
"SQUIRREL","2","1","HUNGER","13372"
"SQUIRREL","2","1","HUNGER","13371"
"SQUIRREL","1","1","HUNGER","13370"
"SQUIRREL","0","1","HUNGER","13369"
"SQUIRREL","2","1","HUNGER","13368"
"SQUIRREL","0","1","HUNGER","13367"
"SQUIRREL","2","1","HUNGER","13366"
"SQUIRREL","2","1","HUNGER","13365"
"SQUIRREL","1","1","HUNGER","13364"
"SQUIRREL","1","1","HUNGER","13363"
"SQUIRREL","2","1","HUNGER","13362"
"SQUIRREL","0","1","HUNGER","13361"
"SQUIRREL","0","1","HUNGER","13360"
"SQUIRREL","2","1","HUNGER","13359"
"SQUIRREL","0","1","HUNGER","13358"
"SQUIRREL","2","1","HUNGER","13357"
"SQUIRREL","0","1","HUNGER","13356"
"SQUIRREL","2","1","HUNGER","13355"
"SQUIRREL","2","1","HUNGER","13354"
"SQUIRREL","0","1","HUNGER","13353"
"SQUIRREL","1","1","HUNGER","13352"
"SQUIRREL","2","1","HUNGER","13351"
"SQUIRREL","1","1","HUNGER","13350"
"SQUIRREL","1","1","HUNGER","13349"
"SQUIRREL","1","1","HUNGER","13348"
"SQUIRREL","0","1","HUNGER","13347"
"SQUIRREL","2","1","AGE","13346"
"SQUIRREL","2","1","HUNGER","13345"
"SQUIRREL","0","1","HUNGER","13344"
"SQUIRREL","0","1","HUNGER","13343"
"SQUIRREL","2","1","HUNGER","13342"
"SQUIRREL","2","1","HUNGER","13341"
"SQUIRREL","0","1","HUNGER","13340"
"SQUIRREL","1","1","HUNGER","13339"
"SQUIRREL","1","1","HUNGER","13338"
"SQUIRREL","2","1","HUNGER","13337"
"SQUIRREL","0","1","HUNGER","13336"
"SQUIRREL","0","1","HUNGER","13335"
"SQUIRREL","2","1","HUNGER","13334"
"SQUIRREL","2","1","HUNGER","13333"
"SQUIRREL","1","1","HUNGER","13332"
"SQUIRREL","2","1","HUNGER","13331"
"SQUIRREL","2","1","HUNGER","13330"
"SQUIRREL","0","1","HUNGER","13329"
"SQUIRREL","0","1","HUNGER","13328"
"SQUIRREL","2","1","HUNGER","13327"
"SQUIRREL","1","1","HUNGER","13326"
"SQUIRREL","1","1","HUNGER","13325"
"SQUIRREL","2","1","HUNGER","13324"
"SQUIRREL","1","1","HUNGER","13323"
"SQUIRREL","1","1","HUNGER","13322"
"SQUIRREL","2","1","HUNGER","13321"
"SQUIRREL","2","1","HUNGER","13320"
"SQUIRREL","1","1","HUNGER","13319"
"SQUIRREL","2","1","HUNGER","13318"
"SQUIRREL","2","1","HUNGER","13317"
"SQUIRREL","0","1","HUNGER","13316"
"SQUIRREL","0","1","HUNGER","13315"
"SQUIRREL","0","1","HUNGER","13314"
"SQUIRREL","2","1","HUNGER","13313"
"SQUIRREL","2","1","HUNGER","13312"
"SQUIRREL","2","1","HUNGER","13311"
"SQUIRREL","1","1","HUNGER","13310"
"SQUIRREL","1","1","HUNGER","13309"
"SQUIRREL","0","1","HUNGER","13308"
"SQUIRREL","1","1","HUNGER","13307"
"SQUIRREL","2","1","HUNGER","13306"
"SQUIRREL","2","1","HUNGER","13305"
"SQUIRREL","2","1","HUNGER","13304"
"SQUIRREL","0","1","HUNGER","13303"
"SQUIRREL","1","1","HUNGER","13302"
"SQUIRREL","1","1","HUNGER","13301"
"SQUIRREL","2","1","HUNGER","13300"
"SQUIRREL","2","1","HUNGER","13299"
"SQUIRREL","2","1","HUNGER","13298"
"SQUIRREL","2","1","HUNGER","13297"
"SQUIRREL","0","1","HUNGER","13296"
